PROJECT_NUMBER,PROJECT_DESCRIPTION,CBS_LEVEL_2,WBS_DESCRIPTION,MONTH,MONTHLY_SPEND,JTD_SPEND,FORECAST
106073,KIE-Francis Scott Key Bridge Replacement,999999,undefined wbs,202410,,,
106073,KIE-Francis Scott Key Bridge Replacement,999999,undefined wbs,202411,,,
106073,KIE-Francis Scott Key Bridge Replacement,999999,undefined wbs,202412,,,
106073,KIE-Francis Scott Key Bridge Replacement,999999,undefined wbs,202501,,,
106073,KIE-Francis Scott Key Bridge Replacement,999999,undefined wbs,202502,,,
106073,KIE-Francis Scott Key Bridge Replacement,999999,undefined wbs,202503,,,
106073,KIE-Francis Scott Key Bridge Replacement,999999,undefined wbs,202504,,,
106073,KIE-Francis Scott Key Bridge Replacement,999999,undefined wbs,202505,,,
106073,KIE-Francis Scott Key Bridge Replacement,999999,undefined wbs,202506,,,
106073,KIE-Francis Scott Key Bridge Replacement,999999,undefined wbs,202507,,,
106073,KIE-Francis Scott Key Bridge Replacement,999999,undefined wbs,202508,,,
106073,KIE-Francis Scott Key Bridge Replacement,999999,undefined wbs,202509,,,
106073,KIE-Francis Scott Key Bridge Replacement,999999,undefined wbs,202510,,,
106073,KIE-Francis Scott Key Bridge Replacement,999999,undefined wbs,202511,,,
106073,KIE-Francis Scott Key Bridge Replacement,999999,undefined wbs,202512,,,
106073,KIE-Francis Scott Key Bridge Replacement,999999,undefined wbs,202601,,,
106073,KIE-Francis Scott Key Bridge Replacement,.,KIE-Francis Scott Key Bridge Replacement,202408, $-   , $-   ,
106073,KIE-Francis Scott Key Bridge Replacement,.,KIE-Francis Scott Key Bridge Replacement,202409," $64,917.22 "," $64,917.22 "," $64,917.22 "
106073,KIE-Francis Scott Key Bridge Replacement,.,KIE-Francis Scott Key Bridge Replacement,202410," $1,308,311.91 "," $1,373,229.13 "," $10,926,217.94 "
106073,KIE-Francis Scott Key Bridge Replacement,.,KIE-Francis Scott Key Bridge Replacement,202411," $2,313,542.10 "," $3,686,771.23 "," $16,377,439.96 "
106073,KIE-Francis Scott Key Bridge Replacement,.,KIE-Francis Scott Key Bridge Replacement,202412," $1,764,203.00 "," $5,450,974.23 "," $15,318,529.34 "
106073,KIE-Francis Scott Key Bridge Replacement,.,KIE-Francis Scott Key Bridge Replacement,202501," $1,955,111.99 "," $7,406,086.22 "," $15,928,479.36 "
106073,KIE-Francis Scott Key Bridge Replacement,.,KIE-Francis Scott Key Bridge Replacement,202502," $4,011,866.75 "," $11,417,952.97 "," $26,684,657.48 "
106073,KIE-Francis Scott Key Bridge Replacement,.,KIE-Francis Scott Key Bridge Replacement,202503," $3,288,583.85 "," $14,706,536.82 "," $28,505,650.74 "
106073,KIE-Francis Scott Key Bridge Replacement,.,KIE-Francis Scott Key Bridge Replacement,202504," $2,570,035.02 "," $17,276,571.84 "," $28,485,683.14 "
106073,KIE-Francis Scott Key Bridge Replacement,.,KIE-Francis Scott Key Bridge Replacement,202505," $2,446,635.71 "," $19,723,207.55 "," $47,181,739.14 "
106073,KIE-Francis Scott Key Bridge Replacement,.,KIE-Francis Scott Key Bridge Replacement,202506," $2,425,166.84 "," $22,148,374.39 "," $40,185,473.62 "
106073,KIE-Francis Scott Key Bridge Replacement,.,KIE-Francis Scott Key Bridge Replacement,202507," $2,190,977.98 "," $24,339,352.37 "," $40,545,758.46 "
106073,KIE-Francis Scott Key Bridge Replacement,.,KIE-Francis Scott Key Bridge Replacement,202508," $2,808,981.29 "," $27,148,333.66 "," $40,722,028.83 "
106073,KIE-Francis Scott Key Bridge Replacement,.,KIE-Francis Scott Key Bridge Replacement,202509," $2,649,253.56 "," $29,797,587.22 "," $40,988,051.74 "
106073,KIE-Francis Scott Key Bridge Replacement,.,KIE-Francis Scott Key Bridge Replacement,202510," $2,962,419.97 "," $32,760,007.19 "," $41,189,095.83 "
106073,KIE-Francis Scott Key Bridge Replacement,.,KIE-Francis Scott Key Bridge Replacement,202511," $3,229,241.76 "," $35,989,248.95 "," $42,140,994.57 "
106073,KIE-Francis Scott Key Bridge Replacement,.,KIE-Francis Scott Key Bridge Replacement,202512," $2,081,220.17 "," $38,070,469.12 "," $42,433,792.11 "
106073,KIE-Francis Scott Key Bridge Replacement,.,KIE-Francis Scott Key Bridge Replacement,202601," $(1,438,698.53)"," $36,631,770.59 "," $42,433,792.11 "
